Actor1Name,Action_menée,Actor2Name,ActionGeo_Fullname,SQLDATE,Sentiment,Type_Evènement,Impact_Evènement
COTONOU,Consulter (non spécifié),AFRICA,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
GOVERNANCE,S'engager dans une négociation formelle,Inconnu,Benin,20250403,Neutre,Coopération verbale,Evènement très stabilisant
AFRICA,Consulter (non spécifié),COTONOU,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
AFRICA,Assurer une médiation,TRANSPORT MINIST,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
UNITED ARAB EMIRATES,Effectuer une visite officielle,NIGERIA,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
NIGERIA,Recevoir une visite officielle,UNITED ARAB EMIRATES,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,PRESIDENT,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
PRESIDENT,Louer ou approuver,BENIN,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
NIGERIA,S'engager dans une négociation formelle,Inconnu,Benin,20250403,Neutre,Coopération verbale,Evènement très stabilisant
PRESIDENT,Effectuer une visite officielle,BENIN,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
PRESIDENT,Louer ou approuver,BENIN,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
LAWYER,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250403,Neutre,Coopération verbale,Evènement impartial
PROSECUTOR,Faire un commentaire pessimiste,Inconnu,Benin,20250403,Neutre,Coopération verbale,Evènement déstabilisant
TRIBUNAL,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
LAWYER,Critiquer ou condamner,Inconnu,Benin,20250403,Neutre,Conflit verbal,Evènement déstabilisant
CHANCELLOR,Faire un appel ou une demande (non spécifié ailleurs),BENIN,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
CHANCELLOR,Faire un appel ou une demande (non spécifié ailleurs),BENIN,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Exprimer l'intention de coopérer (non spécifié),UNIVERSITY,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,UNIVERSITY,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
NIGERIA,Consulter (non spécifié),NIGERIA,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
NIGERIA,Louer ou approuver,BENIN,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
GOVERNOR,Faire une déclaration publique (non spécifié ailleurs),TRIBUNAL,Benin,20250403,Neutre,Coopération verbale,Evènement impartial
BENIN,Recevoir une visite officielle,Inconnu,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,BENIN,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,TRIBUNAL,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,TRIBUNAL,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,NIGERIA,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
NIGERIA,Recevoir une visite officielle,BENIN,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),GOVERNOR,Benin,20250403,Neutre,Coopération verbale,Evènement impartial
NIGERIA,Consulter (non spécifié),NIGERIA,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
GOVERNOR,Louer ou approuver,Inconnu,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
ABUJA,Recevoir une visite officielle,GOVERNOR,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
ABUJA,Recevoir une visite officielle,GOVERNOR,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Combattre (non spécifié),Inconnu,Benin,20250404,Neutre,Conflit matériel,Evènement très déstabilisant
BENIN,Effectuer une visite officielle,GOVERNOR,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
DEPUTY,Louer ou approuver,TRIBUNAL,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,BENIN,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
GOVERNOR,Louer ou approuver,Inconnu,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
GOVERNOR,Louer ou approuver,BENIN,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,Inconnu,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
GOVERNOR,Recevoir une visite officielle,BENIN,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
BENIN,S'engager dans un acte symbolique,GOVERNOR,Benin,20250404,Neutre,Coopération verbale,Evènement impartial
GOVERNOR,Louer ou approuver,Inconnu,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
AUTHORITIES,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250404,Neutre,Coopération verbale,Evènement impartial
AFRICA,Mobiliser des troupes de réserve,EUROPE,Benin,20250404,Neutre,Conflit matériel,Evènement très déstabilisant
EUROPE,Mobiliser des troupes de réserve,AFRICA,Benin,20250404,Neutre,Conflit matériel,Evènement très déstabilisant
GUINEA,Exprimer l'intention de coopérer (non spécifié),ECOWAS,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Céder (non spécifié),Inconnu,"Affame, Benin (general), Benin",20250404,Neutre,Coopération matérielle,Evènement stabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),CATHOLIC MISSIONARIES,"Affame, Benin (general), Benin",20250404,Neutre,Coopération verbale,Evènement impartial
BENIN,Porter des accusations,BENIN,Benin,20250404,Neutre,Conflit verbal,Evènement déstabilisant
BENIN,Céder (non spécifié),Inconnu,"Affame, Benin (general), Benin",20250404,Neutre,Coopération matérielle,Evènement stabilisant
BENIN,Consulter (non spécifié),CATHOLIC MISSIONARIES,"Affame, Benin (general), Benin",20250404,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),CATHOLIC MISSIONARIES,"Affame, Benin (general), Benin",20250404,Neutre,Coopération verbale,Evènement impartial
BENIN,Porter des accusations,PROFESSOR,Benin,20250404,Neutre,Conflit verbal,Evènement déstabilisant
PROFESSOR,Porter des accusations,BENIN,Benin,20250404,Neutre,Conflit verbal,Evènement déstabilisant
BENIN,Consulter (non spécifié),CATHOLIC MISSIONARIES,"Affame, Benin (general), Benin",20250404,Neutre,Coopération verbale,Evènement stabilisant
SCHOOL,Fournir une aide humanitaire,Inconnu,"Affame, Benin (general), Benin",20250404,Neutre,Coopération matérielle,Evènement très stabilisant
NIGERIA,Porter des accusations,BENIN,Benin,20250404,Neutre,Conflit verbal,Evènement déstabilisant
SCHOOL,Fournir une aide humanitaire,Inconnu,"Affame, Benin (general), Benin",20250404,Neutre,Coopération matérielle,Evènement très stabilisant
SCHOOL,Louer ou approuver,CITIZEN,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
SCHOOL,Louer ou approuver,CITIZEN,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
MINIST FOR FOREIGN,Louer ou approuver,GHANA,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
SENATOR,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250404,Neutre,Coopération verbale,Evènement impartial
BENIN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250404,Neutre,Coopération verbale,Evènement impartial
MINIST,Rejeter (non spécifié),Inconnu,Benin,20250404,Neutre,Conflit verbal,Evènement déstabilisant
AUTHORITIES,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250404,Neutre,Coopération verbale,Evènement impartial
SENATOR,Faire une déclaration publique (non spécifié ailleurs),BENIN,Benin,20250404,Neutre,Coopération verbale,Evènement impartial
ATTORNEY GENERAL,Torturer,PRISON,Benin,20250404,Neutre,Conflit matériel,Evènement très déstabilisant
ATTORNEY GENERAL,Faire un appel ou une demande (non spécifié ailleurs),PRISON,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
MINIST OF GOVERNMENT,Faire une déclaration publique (non spécifié ailleurs),BENIN,Benin,20250404,Neutre,Coopération verbale,Evènement impartial
BENIN,Faire un appel ou une demande (non spécifié ailleurs),MINIST,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Faire un appel ou une demande (non spécifié ailleurs),MINIST,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
MINIST OF GOVERNMENT,Faire une déclaration publique (non spécifié ailleurs),BENIN,Benin,20250404,Neutre,Coopération verbale,Evènement impartial
GOVERNOR,Louer ou approuver,Inconnu,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
OPPOSITION PARTY,Désapprouver (non spécifié),Inconnu,Benin,20250404,Neutre,Conflit verbal,Evènement déstabilisant
CITIZEN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250404,Neutre,Coopération verbale,Evènement impartial
BENIN,Effectuer une visite officielle,BENIN,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
ACCRA,Consulter (non spécifié),BENIN,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Faire un commentaire pessimiste,GHANAIAN,Benin,20250404,Neutre,Coopération verbale,Evènement déstabilisant
BENIN,Consulter (non spécifié),ACCRA,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
NIGERIAN,Exprimer l'intention de se rencontrer ou de négocier,BENIN,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
NIGERIAN,Exprimer l'intention de se rencontrer ou de négocier,Inconnu,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
NIGERIAN,Exprimer l'intention de se rencontrer ou de négocier,BENIN,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Exprimer l'intention de se rencontrer ou de négocier,NIGERIAN,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
BANK,Fournir une aide économique,Inconnu,Benin,20250404,Neutre,Coopération matérielle,Evènement très stabilisant
BENIN,Manifester ou protester (civil),COTONOU,Benin,20250404,Neutre,Conflit verbal,Evènement très déstabilisant
BENIN,Pardonner,Inconnu,Benin,20250404,Neutre,Coopération verbale,Evènement très stabilisant
BENIN,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
BANK,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250404,Neutre,Coopération verbale,Evènement impartial
NIGER DELTA,Exprimer l'intention de se rencontrer ou de négocier,BENIN,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Exprimer l'intention de se rencontrer ou de négocier,NIGER DELTA,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Exprimer l'intention de se rencontrer ou de négocier,NIGERIAN,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
NIGER DELTA,Exprimer l'intention de se rencontrer ou de négocier,Inconnu,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
NIGER DELTA,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,Inconnu,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),GOVERNOR,Benin,20250404,Neutre,Coopération verbale,Evènement impartial
BENIN,Faire une déclaration publique (non spécifié ailleurs),GOVERNOR,Benin,20250404,Neutre,Coopération verbale,Evènement impartial
BENIN,Louer ou approuver,ADMINISTRATION,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,ADMINISTRATION,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Reconnaître ou revendiquer la responsabilité,RESIDENTS,Benin,20250404,Neutre,Coopération verbale,Evènement impartial
BENIN,Rejeter (non spécifié),BENIN,Benin,20250404,Neutre,Conflit verbal,Evènement déstabilisant
BENIN,Louer ou approuver,RESIDENTS,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
GOVERNOR,Louer ou approuver,Inconnu,Benin,20250404,Neutre,Coopération verbale,Evènement stabilisant
PRESIDENT,Fournir une aide économique,Inconnu,Benin,20250404,Neutre,Coopération matérielle,Evènement très stabilisant
PRESIDENT,Faire une déclaration publique (non spécifié ailleurs),BENIN,Benin,20250404,Neutre,Coopération verbale,Evènement impartial
TRAVELLER,Invasion,NIGERIA,Benin,20250405,Neutre,Conflit matériel,Evènement très déstabilisant
TRAVELLER,Invasion,GOVERNMENT,Benin,20250405,Neutre,Conflit matériel,Evènement très déstabilisant
GOVERNMENT,Critiquer ou condamner,Inconnu,Benin,20250405,Neutre,Conflit verbal,Evènement déstabilisant
UNIVERSITY,Louer ou approuver,GOVERNMENT,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
GOVERNMENT,Fournir une aide économique,Inconnu,Benin,20250405,Neutre,Coopération matérielle,Evènement très stabilisant
MINIST OF FOREIGN AFFAIRS,Consulter (non spécifié),BENIN,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Consulter (non spécifié),MINIST OF FOREIGN AFFAIRS,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Faire un commentaire pessimiste,GHANAIAN,Benin,20250405,Neutre,Coopération verbale,Evènement déstabilisant
MINIST,S'engager dans une négociation formelle,GHANAIAN,Benin,20250405,Neutre,Coopération verbale,Evènement très stabilisant
GHANAIAN,S'engager dans une négociation formelle,BENIN,Benin,20250405,Neutre,Coopération verbale,Evènement très stabilisant
BENIN,Consulter (non spécifié),MINIST OF FOREIGN AFFAIRS,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
BENIN,S'engager dans une négociation formelle,GHANAIAN,Benin,20250405,Neutre,Coopération verbale,Evènement très stabilisant
GHANAIAN,Faire un appel ou une demande (non spécifié ailleurs),GOVERNMENT,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
MINIST OF FOREIGN AFFAIRS,Consulter (non spécifié),BENIN,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
GHANAIAN,Fournir une aide économique,Inconnu,Benin,20250405,Neutre,Coopération matérielle,Evènement très stabilisant
BENIN,Fournir une aide économique,GHANAIAN,Benin,20250405,Neutre,Coopération matérielle,Evènement très stabilisant
BENIN,Louer ou approuver,GOVERNMENT,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,BENIN,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Faire un appel ou une demande (non spécifié ailleurs),MINIST,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,MINIST,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,GOVERNMENT,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
MINIST,Effectuer une visite officielle,Inconnu,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
SECURITY FORCE,Mobiliser ou augmenter les forces armées,GOVERNMENT,Benin,20250405,Neutre,Conflit matériel,Evènement très déstabilisant
SECURITY FORCE,Mobiliser ou augmenter les forces armées,BENIN CITY,Benin,20250405,Neutre,Conflit matériel,Evènement très déstabilisant
COTONOU,Recevoir une visite officielle,Inconnu,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,COTONOU,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
AFRICA,Fournir une aide économique,Inconnu,Benin,20250405,Neutre,Coopération matérielle,Evènement très stabilisant
BENIN,Louer ou approuver,Inconnu,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
TRIBUNAL,Louer ou approuver,DEMOCRATIC PARTY,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
TRIBUNAL,Désapprouver (non spécifié),DEMOCRATIC PARTY,Benin,20250405,Neutre,Conflit verbal,Evènement déstabilisant
STATE GOVERNOR,Louer ou approuver,BENIN,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
COTONOU,Recevoir une visite officielle,Inconnu,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,COTONOU,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
TRIBUNAL,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250405,Neutre,Coopération verbale,Evènement stabilisant
